,year,race_num,race_name,location,start_date,driver,price,points,constructor,country_code,month,start_epoch,price_change_prev_race,price_rank,points_last_three_avg,points_last_five_avg,ppm_last_3,ppm_last_5
1117,2024,24,Abu Dhabi Grand Prix,Yas Island,2024-12-08 13:00:00+00:00,DOO,10.9,8.0,,UAE,12,1733662800,,12.0,,,,
