,year,race_num,race_name,location,start_date,driver,price,points,constructor,country_code,meeting_key_x,month,start_epoch,meeting_key_y,price_change_prev_race,price_rank,points_last_three_avg,points_last_five_avg,ppm_last_3,ppm_last_5
392,2023,19,United States Grand Prix,Austin,2023-10-22 19:00:00+00:00,HUL,5.2,17.0,HAS,USA,1222,10,1698001200,1222,-0.1,18.0,-2.67,0.2,-0.51,0.04
395,2023,19,United States Grand Prix,Austin,2023-10-22 19:00:00+00:00,SAR,4.8,16.0,WIL,USA,1222,10,1698001200,1222,-0.1,19.0,-16.33,-12.8,-3.4,-2.67
386,2023,19,United States Grand Prix,Austin,2023-10-22 19:00:00+00:00,RIC,4.5,1.0,AT,USA,1222,10,1698001200,1222,,20.0,,,,
396,2023,20,Mexico City Grand Prix,Mexico City,2023-10-29 20:00:00+00:00,VER,29.5,42.0,RBR,MEX,1223,10,1698609600,1223,0.2,1.0,54.0,45.0,1.83,1.53
398,2023,20,Mexico City Grand Prix,Mexico City,2023-10-29 20:00:00+00:00,HAM,25.0,41.0,MER,MEX,1223,10,1698609600,1223,-0.3,2.0,7.33,15.6,0.29,0.62
403,2023,20,Mexico City Grand Prix,Mexico City,2023-10-29 20:00:00+00:00,LEC,23.1,24.0,FER,MEX,1223,10,1698609600,1223,-0.2,3.0,11.33,16.0,0.49,0.69
397,2023,20,Mexico City Grand Prix,Mexico City,2023-10-29 20:00:00+00:00,PER,20.4,-10.0,RBR,MEX,1223,10,1698609600,1223,0.3,4.0,6.0,12.8,0.29,0.63
402,2023,20,Mexico City Grand Prix,Mexico City,2023-10-29 20:00:00+00:00,RUS,20.2,18.0,MER,MEX,1223,10,1698609600,1223,0.3,5.0,25.33,18.2,1.25,0.9
401,2023,20,Mexico City Grand Prix,Mexico City,2023-10-29 20:00:00+00:00,SAI,19.7,19.0,FER,MEX,1223,10,1698609600,1223,0.3,6.0,12.0,23.8,0.61,1.21
399,2023,20,Mexico City Grand Prix,Mexico City,2023-10-29 20:00:00+00:00,NOR,18.0,48.0,MCL,MEX,1223,10,1698609600,1223,1.0,7.0,39.33,31.4,2.18,1.74
400,2023,20,Mexico City Grand Prix,Mexico City,2023-10-29 20:00:00+00:00,ALO,15.2,-16.0,AMR,MEX,1223,10,1698609600,1223,-0.2,8.0,10.67,7.2,0.7,0.47
404,2023,20,Mexico City Grand Prix,Mexico City,2023-10-29 20:00:00+00:00,PIA,13.9,14.0,MCL,MEX,1223,10,1698609600,1223,-0.1,9.0,23.67,22.0,1.7,1.58
406,2023,20,Mexico City Grand Prix,Mexico City,2023-10-29 20:00:00+00:00,GAS,13.0,10.0,ALP,MEX,1223,10,1698609600,1223,1.0,10.0,13.33,12.8,1.03,0.98
411,2023,20,Mexico City Grand Prix,Mexico City,2023-10-29 20:00:00+00:00,OCO,11.5,10.0,ALP,MEX,1223,10,1698609600,1223,0.0,11.0,0.67,-5.8,0.06,-0.5
405,2023,20,Mexico City Grand Prix,Mexico City,2023-10-29 20:00:00+00:00,STR,11.5,8.0,AMR,MEX,1223,10,1698609600,1223,0.5,11.0,4.33,4.0,0.38,0.35
410,2023,20,Mexico City Grand Prix,Mexico City,2023-10-29 20:00:00+00:00,ALB,10.8,13.0,WIL,MEX,1223,10,1698609600,1223,0.5,12.0,7.33,9.2,0.68,0.85
413,2023,20,Mexico City Grand Prix,Mexico City,2023-10-29 20:00:00+00:00,MAG,9.8,-16.0,HAS,MEX,1223,10,1698609600,1223,0.5,13.0,13.0,9.6,1.33,0.98
416,2023,20,Mexico City Grand Prix,Mexico City,2023-10-29 20:00:00+00:00,BOT,9.7,2.0,ALF,MEX,1223,10,1698609600,1223,0.5,14.0,2.67,-0.4,0.28,-0.04
409,2023,20,Mexico City Grand Prix,Mexico City,2023-10-29 20:00:00+00:00,ZHO,7.2,2.0,ALF,MEX,1223,10,1698609600,1223,0.0,15.0,9.67,8.6,1.34,1.19
407,2023,20,Mexico City Grand Prix,Mexico City,2023-10-29 20:00:00+00:00,TSU,6.9,20.0,AT,MEX,1223,10,1698609600,1223,1.0,16.0,14.33,1.2,2.08,0.17
414,2023,20,Mexico City Grand Prix,Mexico City,2023-10-29 20:00:00+00:00,HUL,5.7,8.0,HAS,MEX,1223,10,1698609600,1223,0.5,17.0,3.0,1.4,0.53,0.25
417,2023,20,Mexico City Grand Prix,Mexico City,2023-10-29 20:00:00+00:00,SAR,5.3,6.0,WIL,MEX,1223,10,1698609600,1223,0.5,18.0,-13.0,-6.0,-2.45,-1.13
408,2023,20,Mexico City Grand Prix,Mexico City,2023-10-29 20:00:00+00:00,RIC,4.5,12.0,AT,MEX,1223,10,1698609600,1223,0.0,19.0,1.0,1.0,0.22,0.22
418,2023,21,São Paulo Grand Prix,São Paulo,2023-11-05 17:00:00+00:00,VER,29.7,45.0,RBR,BRA,1224,11,1699203600,1224,0.2,1.0,52.33,45.8,1.76,1.54
420,2023,21,São Paulo Grand Prix,São Paulo,2023-11-05 17:00:00+00:00,HAM,25.2,13.0,MER,BRA,1224,11,1699203600,1224,0.2,2.0,14.33,20.4,0.57,0.81
425,2023,21,São Paulo Grand Prix,São Paulo,2023-11-05 17:00:00+00:00,LEC,23.4,-3.0,FER,BRA,1224,11,1699203600,1224,0.3,3.0,12.0,16.0,0.51,0.68
424,2023,21,São Paulo Grand Prix,São Paulo,2023-11-05 17:00:00+00:00,RUS,20.3,1.0,MER,BRA,1224,11,1699203600,1224,0.1,4.0,26.67,18.4,1.31,0.91
419,2023,21,São Paulo Grand Prix,São Paulo,2023-11-05 17:00:00+00:00,PER,20.2,37.0,RBR,BRA,1224,11,1699203600,1224,-0.2,5.0,6.33,4.8,0.31,0.24
423,2023,21,São Paulo Grand Prix,São Paulo,2023-11-05 17:00:00+00:00,SAI,19.8,21.0,FER,BRA,1224,11,1699203600,1224,0.1,6.0,12.33,20.0,0.62,1.01
421,2023,21,São Paulo Grand Prix,São Paulo,2023-11-05 17:00:00+00:00,NOR,19.0,57.0,MCL,BRA,1224,11,1699203600,1224,1.0,7.0,45.0,39.2,2.37,2.06
422,2023,21,São Paulo Grand Prix,São Paulo,2023-11-05 17:00:00+00:00,ALO,14.7,39.0,AMR,BRA,1224,11,1699203600,1224,-0.5,8.0,0.0,3.0,0.0,0.2
426,2023,21,São Paulo Grand Prix,São Paulo,2023-11-05 17:00:00+00:00,PIA,14.4,3.0,MCL,BRA,1224,11,1699203600,1224,0.5,9.0,16.67,21.8,1.16,1.51
428,2023,21,São Paulo Grand Prix,São Paulo,2023-11-05 17:00:00+00:00,GAS,13.5,24.0,ALP,BRA,1224,11,1699203600,1224,0.5,10.0,14.33,14.2,1.06,1.05
433,2023,21,São Paulo Grand Prix,São Paulo,2023-11-05 17:00:00+00:00,OCO,12.0,17.0,ALP,BRA,1224,11,1699203600,1224,0.5,11.0,0.67,-0.2,0.06,-0.02
427,2023,21,São Paulo Grand Prix,São Paulo,2023-11-05 17:00:00+00:00,STR,12.0,28.0,AMR,BRA,1224,11,1699203600,1224,0.5,11.0,11.67,4.2,0.97,0.35
432,2023,21,São Paulo Grand Prix,São Paulo,2023-11-05 17:00:00+00:00,ALB,11.3,-11.0,WIL,BRA,1224,11,1699203600,1224,0.5,12.0,16.67,9.4,1.48,0.83
438,2023,21,São Paulo Grand Prix,São Paulo,2023-11-05 17:00:00+00:00,BOT,9.7,-19.0,ALF,BRA,1224,11,1699203600,1224,0.0,13.0,9.0,-1.6,0.93,-0.16
435,2023,21,São Paulo Grand Prix,São Paulo,2023-11-05 17:00:00+00:00,MAG,9.7,-21.0,HAS,BRA,1224,11,1699203600,1224,-0.1,13.0,6.33,6.2,0.65,0.64
429,2023,21,São Paulo Grand Prix,São Paulo,2023-11-05 17:00:00+00:00,TSU,7.9,22.0,AT,BRA,1224,11,1699203600,1224,1.0,14.0,20.33,9.2,2.57,1.16
431,2023,21,São Paulo Grand Prix,São Paulo,2023-11-05 17:00:00+00:00,ZHO,7.2,-11.0,ALF,BRA,1224,11,1699203600,1224,0.0,15.0,7.67,8.4,1.07,1.17
436,2023,21,São Paulo Grand Prix,São Paulo,2023-11-05 17:00:00+00:00,HUL,6.2,-1.0,HAS,BRA,1224,11,1699203600,1224,0.5,16.0,2.33,3.4,0.38,0.55
439,2023,21,São Paulo Grand Prix,São Paulo,2023-11-05 17:00:00+00:00,SAR,5.3,12.0,WIL,BRA,1224,11,1699203600,1224,0.0,17.0,-4.0,-5.4,-0.75,-1.02
430,2023,21,São Paulo Grand Prix,São Paulo,2023-11-05 17:00:00+00:00,RIC,5.0,10.0,AT,BRA,1224,11,1699203600,1224,0.5,18.0,6.5,6.5,1.3,1.3
440,2023,22,Las Vegas Grand Prix,Las Vegas,2023-11-19 06:00:00+00:00,VER,29.9,44.0,RBR,USA,1225,11,1700373600,1225,0.2,1.0,46.67,49.8,1.56,1.67
442,2023,22,Las Vegas Grand Prix,Las Vegas,2023-11-19 06:00:00+00:00,HAM,25.2,26.0,MER,USA,1225,11,1700373600,1225,0.0,2.0,16.67,15.2,0.66,0.6
447,2023,22,Las Vegas Grand Prix,Las Vegas,2023-11-19 06:00:00+00:00,LEC,23.2,41.0,FER,USA,1225,11,1700373600,1225,-0.2,3.0,3.67,11.0,0.16,0.47
441,2023,22,Las Vegas Grand Prix,Las Vegas,2023-11-19 06:00:00+00:00,PER,20.5,35.0,RBR,USA,1225,11,1700373600,1225,0.3,4.0,19.67,9.0,0.96,0.44
446,2023,22,Las Vegas Grand Prix,Las Vegas,2023-11-19 06:00:00+00:00,RUS,20.1,14.0,MER,USA,1225,11,1700373600,1225,-0.2,5.0,14.67,19.0,0.73,0.95
445,2023,22,Las Vegas Grand Prix,Las Vegas,2023-11-19 06:00:00+00:00,SAI,20.1,34.0,FER,USA,1225,11,1700373600,1225,0.3,5.0,24.0,15.2,1.19,0.76
443,2023,22,Las Vegas Grand Prix,Las Vegas,2023-11-19 06:00:00+00:00,NOR,20.0,-14.0,MCL,USA,1225,11,1700373600,1225,1.0,6.0,50.33,44.6,2.52,2.23
444,2023,22,Las Vegas Grand Prix,Las Vegas,2023-11-19 06:00:00+00:00,ALO,15.7,12.0,AMR,USA,1225,11,1700373600,1225,1.0,7.0,4.67,11.0,0.3,0.7
450,2023,22,Las Vegas Grand Prix,Las Vegas,2023-11-19 06:00:00+00:00,GAS,14.5,1.0,ALP,USA,1225,11,1700373600,1225,1.0,8.0,18.67,14.8,1.29,1.02
448,2023,22,Las Vegas Grand Prix,Las Vegas,2023-11-19 06:00:00+00:00,PIA,14.4,39.0,MCL,USA,1225,11,1700373600,1225,0.0,9.0,-1.0,17.6,-0.07,1.22
449,2023,22,Las Vegas Grand Prix,Las Vegas,2023-11-19 06:00:00+00:00,STR,13.0,39.0,AMR,USA,1225,11,1700373600,1225,1.0,10.0,15.33,9.8,1.18,0.75
455,2023,22,Las Vegas Grand Prix,Las Vegas,2023-11-19 06:00:00+00:00,OCO,12.5,40.0,ALP,USA,1225,11,1700373600,1225,0.5,11.0,5.67,5.8,0.45,0.46
454,2023,22,Las Vegas Grand Prix,Las Vegas,2023-11-19 06:00:00+00:00,ALB,11.3,0.0,WIL,USA,1225,11,1700373600,1225,0.0,12.0,5.33,4.8,0.47,0.42
460,2023,22,Las Vegas Grand Prix,Las Vegas,2023-11-19 06:00:00+00:00,BOT,9.6,-5.0,ALF,USA,1225,11,1700373600,1225,-0.1,13.0,-2.33,-1.8,-0.24,-0.19
457,2023,22,Las Vegas Grand Prix,Las Vegas,2023-11-19 06:00:00+00:00,MAG,9.6,5.0,HAS,USA,1225,11,1700373600,1225,-0.1,13.0,-8.33,0.4,-0.87,0.04
451,2023,22,Las Vegas Grand Prix,Las Vegas,2023-11-19 06:00:00+00:00,TSU,8.9,14.0,AT,USA,1225,11,1700373600,1225,1.0,14.0,24.0,17.0,2.7,1.91
453,2023,22,Las Vegas Grand Prix,Las Vegas,2023-11-19 06:00:00+00:00,ZHO,7.2,12.0,ALF,USA,1225,11,1700373600,1225,0.0,15.0,-2.33,4.0,-0.32,0.56
458,2023,22,Las Vegas Grand Prix,Las Vegas,2023-11-19 06:00:00+00:00,HUL,6.2,2.0,HAS,USA,1225,11,1700373600,1225,0.0,16.0,8.0,3.2,1.29,0.52
461,2023,22,Las Vegas Grand Prix,Las Vegas,2023-11-19 06:00:00+00:00,SAR,5.8,-3.0,WIL,USA,1225,11,1700373600,1225,0.5,17.0,11.33,-4.2,1.95,-0.72
452,2023,22,Las Vegas Grand Prix,Las Vegas,2023-11-19 06:00:00+00:00,RIC,5.5,6.0,AT,USA,1225,11,1700373600,1225,0.5,18.0,7.67,7.67,1.39,1.39
462,2023,23,Abu Dhabi Grand Prix,Yas Island,2023-11-26 13:00:00+00:00,VER,30.0,47.0,RBR,UAE,1226,11,1701003600,1226,0.1,1.0,43.67,49.2,1.46,1.64
464,2023,23,Abu Dhabi Grand Prix,Yas Island,2023-11-26 13:00:00+00:00,HAM,25.3,14.0,MER,UAE,1226,11,1701003600,1226,0.1,2.0,26.67,16.4,1.05,0.65
469,2023,23,Abu Dhabi Grand Prix,Yas Island,2023-11-26 13:00:00+00:00,LEC,23.5,29.0,FER,UAE,1226,11,1701003600,1226,0.3,3.0,20.67,14.8,0.88,0.63
463,2023,23,Abu Dhabi Grand Prix,Yas Island,2023-11-26 13:00:00+00:00,PER,20.8,30.0,RBR,UAE,1226,11,1701003600,1226,0.3,4.0,20.67,18.2,0.99,0.87
467,2023,23,Abu Dhabi Grand Prix,Yas Island,2023-11-26 13:00:00+00:00,SAI,20.4,4.0,FER,UAE,1226,11,1701003600,1226,0.3,5.0,24.67,18.4,1.21,0.9
468,2023,23,Abu Dhabi Grand Prix,Yas Island,2023-11-26 13:00:00+00:00,RUS,20.2,32.0,MER,UAE,1226,11,1701003600,1226,0.1,6.0,11.0,19.0,0.54,0.94
465,2023,23,Abu Dhabi Grand Prix,Yas Island,2023-11-26 13:00:00+00:00,NOR,19.8,22.0,MCL,UAE,1226,11,1701003600,1226,-0.2,7.0,30.33,35.6,1.53,1.8
466,2023,23,Abu Dhabi Grand Prix,Yas Island,2023-11-26 13:00:00+00:00,ALO,15.8,16.0,AMR,UAE,1226,11,1701003600,1226,0.1,8.0,11.67,10.2,0.74,0.65
470,2023,23,Abu Dhabi Grand Prix,Yas Island,2023-11-26 13:00:00+00:00,PIA,15.4,19.0,MCL,UAE,1226,11,1701003600,1226,1.0,9.0,18.67,18.4,1.21,1.19
472,2023,23,Abu Dhabi Grand Prix,Yas Island,2023-11-26 13:00:00+00:00,GAS,14.5,4.0,ALP,UAE,1226,11,1701003600,1226,0.0,10.0,11.67,13.6,0.8,0.94
471,2023,23,Abu Dhabi Grand Prix,Yas Island,2023-11-26 13:00:00+00:00,STR,14.0,11.0,AMR,UAE,1226,11,1701003600,1226,1.0,11.0,25.0,20.4,1.79,1.46
477,2023,23,Abu Dhabi Grand Prix,Yas Island,2023-11-26 13:00:00+00:00,OCO,13.5,2.0,ALP,UAE,1226,11,1701003600,1226,1.0,12.0,22.33,11.8,1.65,0.87
476,2023,23,Abu Dhabi Grand Prix,Yas Island,2023-11-26 13:00:00+00:00,ALB,11.3,6.0,WIL,UAE,1226,11,1701003600,1226,0.0,13.0,0.67,7.8,0.06,0.69
482,2023,23,Abu Dhabi Grand Prix,Yas Island,2023-11-26 13:00:00+00:00,BOT,9.6,4.0,ALF,UAE,1226,11,1701003600,1226,0.0,14.0,-7.33,0.6,-0.76,0.06
479,2023,23,Abu Dhabi Grand Prix,Yas Island,2023-11-26 13:00:00+00:00,MAG,9.6,0.0,HAS,UAE,1226,11,1701003600,1226,0.0,14.0,-10.67,0.6,-1.11,0.06
473,2023,23,Abu Dhabi Grand Prix,Yas Island,2023-11-26 13:00:00+00:00,TSU,9.4,21.0,AT,UAE,1226,11,1701003600,1226,0.5,15.0,18.67,19.4,1.99,2.06
475,2023,23,Abu Dhabi Grand Prix,Yas Island,2023-11-26 13:00:00+00:00,ZHO,7.7,10.0,ALF,UAE,1226,11,1701003600,1226,0.5,16.0,1.0,4.8,0.13,0.62
480,2023,23,Abu Dhabi Grand Prix,Yas Island,2023-11-26 13:00:00+00:00,HUL,6.2,-3.0,HAS,UAE,1226,11,1701003600,1226,0.0,17.0,3.0,1.6,0.48,0.26
483,2023,23,Abu Dhabi Grand Prix,Yas Island,2023-11-26 13:00:00+00:00,SAR,5.8,5.0,WIL,UAE,1226,11,1701003600,1226,0.0,18.0,5.0,-0.6,0.86,-0.1
474,2023,23,Abu Dhabi Grand Prix,Yas Island,2023-11-26 13:00:00+00:00,RIC,5.5,11.0,AT,UAE,1226,11,1701003600,1226,0.0,19.0,9.33,7.25,1.7,1.32
484,2024,1,Bahrain Grand Prix,Sakhir,2024-03-02 15:00:00+00:00,VER,30.0,45.0,RBR,BRN,1229,3,1709391600,1229,0.0,1.0,45.33,46.2,1.51,1.54
485,2024,1,Bahrain Grand Prix,Sakhir,2024-03-02 15:00:00+00:00,NOR,23.0,16.0,MCL,BRN,1229,3,1709391600,1229,3.2,2.0,21.67,31.8,0.94,1.38
493,2024,1,Bahrain Grand Prix,Sakhir,2024-03-02 15:00:00+00:00,PER,20.8,31.0,RBR,BRN,1229,3,1709391600,1229,0.0,3.0,34.0,24.8,1.63,1.19
491,2024,1,Bahrain Grand Prix,Sakhir,2024-03-02 15:00:00+00:00,HAM,19.3,12.0,MER,BRN,1229,3,1709391600,1229,-6.0,4.0,17.67,18.0,0.92,0.93
486,2024,1,Bahrain Grand Prix,Sakhir,2024-03-02 15:00:00+00:00,LEC,19.1,22.0,FER,BRN,1229,3,1709391600,1229,-4.4,5.0,22.33,16.2,1.17,0.85
489,2024,1,Bahrain Grand Prix,Sakhir,2024-03-02 15:00:00+00:00,PIA,19.0,10.0,MCL,BRN,1229,3,1709391600,1229,3.6,6.0,20.33,11.0,1.07,0.58
492,2024,1,Bahrain Grand Prix,Sakhir,2024-03-02 15:00:00+00:00,RUS,18.8,20.0,MER,BRN,1229,3,1709391600,1229,-1.4,7.0,15.67,18.0,0.83,0.96
490,2024,1,Bahrain Grand Prix,Sakhir,2024-03-02 15:00:00+00:00,SAI,18.5,36.0,FER,BRN,1229,3,1709391600,1229,-1.9,8.0,19.67,22.0,1.06,1.19
498,2024,1,Bahrain Grand Prix,Sakhir,2024-03-02 15:00:00+00:00,ALO,15.8,7.0,AMR,BRN,1229,3,1709391600,1229,0.0,9.0,22.33,8.4,1.41,0.53
504,2024,1,Bahrain Grand Prix,Sakhir,2024-03-02 15:00:00+00:00,STR,10.7,8.0,AMR,BRN,1229,3,1709391600,1229,-3.3,10.0,26.0,19.2,2.43,1.79
502,2024,1,Bahrain Grand Prix,Sakhir,2024-03-02 15:00:00+00:00,RIC,9.0,5.0,RB,BRN,1229,3,1709391600,1229,3.5,11.0,9.0,8.0,1.0,0.89
506,2024,1,Bahrain Grand Prix,Sakhir,2024-03-02 15:00:00+00:00,TSU,8.0,-1.0,RB,BRN,1229,3,1709391600,1229,-1.4,12.0,19.0,21.4,2.38,2.68
503,2024,1,Bahrain Grand Prix,Sakhir,2024-03-02 15:00:00+00:00,GAS,7.8,6.0,ALP,BRN,1229,3,1709391600,1229,-6.7,13.0,9.67,12.2,1.24,1.56
500,2024,1,Bahrain Grand Prix,Sakhir,2024-03-02 15:00:00+00:00,OCO,7.8,7.0,ALP,BRN,1229,3,1709391600,1229,-5.7,13.0,19.67,11.8,2.52,1.51
510,2024,1,Bahrain Grand Prix,Sakhir,2024-03-02 15:00:00+00:00,ALB,7.0,0.0,WIL,BRN,1229,3,1709391600,1229,-4.3,14.0,-1.67,4.4,-0.24,0.63
501,2024,1,Bahrain Grand Prix,Sakhir,2024-03-02 15:00:00+00:00,ZHO,6.6,11.0,STK,BRN,1229,3,1709391600,1229,-1.1,15.0,3.67,3.0,0.56,0.45
507,2024,1,Bahrain Grand Prix,Sakhir,2024-03-02 15:00:00+00:00,BOT,6.4,0.0,STK,BRN,1229,3,1709391600,1229,-3.2,16.0,-6.67,-1.6,-1.04,-0.25
505,2024,1,Bahrain Grand Prix,Sakhir,2024-03-02 15:00:00+00:00,HUL,6.4,-3.0,HAS,BRN,1229,3,1709391600,1229,0.2,16.0,-0.67,4.6,-0.1,0.72
497,2024,1,Bahrain Grand Prix,Sakhir,2024-03-02 15:00:00+00:00,MAG,6.2,7.0,HAS,BRN,1229,3,1709391600,1229,-3.4,17.0,-5.33,-4.0,-0.86,-0.65
509,2024,1,Bahrain Grand Prix,Sakhir,2024-03-02 15:00:00+00:00,SAR,5.5,3.0,WIL,BRN,1229,3,1709391600,1229,-0.3,18.0,4.67,7.2,0.85,1.31
511,2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09 17:00:00+00:00,VER,30.2,36.0,RBR,KSA,1230,3,1710003600,1230,0.2,1.0,45.33,44.6,1.5,1.48
512,2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09 17:00:00+00:00,NOR,23.1,8.0,MCL,KSA,1230,3,1710003600,1230,0.1,2.0,8.0,25.8,0.35,1.12
520,2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09 17:00:00+00:00,PER,21.1,31.0,RBR,KSA,1230,3,1710003600,1230,0.3,3.0,32.0,24.6,1.52,1.17
518,2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09 17:00:00+00:00,HAM,19.4,6.0,MER,KSA,1230,3,1710003600,1230,0.1,4.0,17.33,21.2,0.89,1.09
513,2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09 17:00:00+00:00,LEC,19.4,37.0,FER,KSA,1230,3,1710003600,1230,0.3,4.0,30.67,22.6,1.58,1.16
516,2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09 17:00:00+00:00,PIA,19.1,23.0,MCL,KSA,1230,3,1710003600,1230,0.1,5.0,22.67,17.0,1.19,0.89
519,2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09 17:00:00+00:00,RUS,19.1,15.0,MER,KSA,1230,3,1710003600,1230,0.3,5.0,22.0,17.0,1.15,0.89
525,2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09 17:00:00+00:00,ALO,15.9,16.0,AMR,KSA,1230,3,1710003600,1230,0.1,6.0,11.67,11.6,0.73,0.73
515,2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09 17:00:00+00:00,BEA,14.0,26.0,FER,KSA,1230,3,1710003600,1230,,7.0,26.0,26.0,1.86,1.86
531,2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09 17:00:00+00:00,STR,11.2,-17.0,AMR,KSA,1230,3,1710003600,1230,0.5,8.0,19.33,18.8,1.73,1.68
529,2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09 17:00:00+00:00,RIC,8.9,0.0,RB,KSA,1230,3,1710003600,1230,-0.1,9.0,7.33,8.8,0.82,0.99
527,2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09 17:00:00+00:00,OCO,8.3,8.0,ALP,KSA,1230,3,1710003600,1230,0.5,10.0,16.33,15.2,1.97,1.83
533,2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09 17:00:00+00:00,TSU,7.8,-1.0,RB,KSA,1230,3,1710003600,1230,-0.2,11.0,11.33,15.2,1.45,1.95
530,2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09 17:00:00+00:00,GAS,7.7,-20.0,ALP,KSA,1230,3,1710003600,1230,-0.1,12.0,3.67,9.0,0.48,1.17
528,2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09 17:00:00+00:00,ZHO,7.1,-2.0,STK,KSA,1230,3,1710003600,1230,0.5,13.0,11.0,4.8,1.55,0.68
537,2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09 17:00:00+00:00,ALB,6.8,6.0,WIL,KSA,1230,3,1710003600,1230,-0.2,14.0,2.0,1.6,0.29,0.24
524,2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09 17:00:00+00:00,MAG,6.7,7.0,HAS,KSA,1230,3,1710003600,1230,0.5,15.0,4.0,-5.0,0.6,-0.75
534,2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09 17:00:00+00:00,BOT,6.2,-1.0,STK,KSA,1230,3,1710003600,1230,-0.2,16.0,-0.33,-3.6,-0.05,-0.58
532,2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09 17:00:00+00:00,HUL,6.2,9.0,HAS,KSA,1230,3,1710003600,1230,-0.2,16.0,-1.33,0.6,-0.21,0.1
536,2024,2,Saudi Arabian Grand Prix,Jeddah,2024-03-09 17:00:00+00:00,SAR,5.4,7.0,WIL,KSA,1230,3,1710003600,1230,-0.1,17.0,1.67,4.6,0.31,0.85
538,2024,3,Australian Grand Prix,Melbourne,2024-03-24 04:00:00+00:00,VER,30.4,-10.0,RBR,AUS,1231,3,1711252800,1231,0.2,1.0,42.67,43.4,1.4,1.43
539,2024,3,Australian Grand Prix,Melbourne,2024-03-24 04:00:00+00:00,NOR,23.2,23.0,MCL,AUS,1231,3,1711252800,1231,0.1,2.0,15.33,17.8,0.66,0.77
547,2024,3,Australian Grand Prix,Melbourne,2024-03-24 04:00:00+00:00,PER,22.1,22.0,RBR,AUS,1231,3,1711252800,1231,1.0,3.0,30.67,32.8,1.39,1.48
540,2024,3,Australian Grand Prix,Melbourne,2024-03-24 04:00:00+00:00,LEC,20.4,38.0,FER,AUS,1231,3,1711252800,1231,1.0,4.0,29.33,25.2,1.44,1.24
545,2024,3,Australian Grand Prix,Melbourne,2024-03-24 04:00:00+00:00,HAM,19.5,-19.0,MER,AUS,1231,3,1711252800,1231,0.1,5.0,10.67,14.2,0.55,0.73
543,2024,3,Australian Grand Prix,Melbourne,2024-03-24 04:00:00+00:00,PIA,19.4,21.0,MCL,AUS,1231,3,1711252800,1231,0.3,6.0,17.33,18.8,0.89,0.97
546,2024,3,Australian Grand Prix,Melbourne,2024-03-24 04:00:00+00:00,RUS,19.2,-3.0,MER,AUS,1231,3,1711252800,1231,0.1,7.0,22.33,16.4,1.16,0.85
544,2024,3,Australian Grand Prix,Melbourne,2024-03-24 04:00:00+00:00,SAI,18.8,46.0,FER,AUS,1231,3,1711252800,1231,,8.0,20.0,23.75,1.06,1.26
552,2024,3,Australian Grand Prix,Melbourne,2024-03-24 04:00:00+00:00,ALO,16.2,9.0,AMR,AUS,1231,3,1711252800,1231,0.3,9.0,13.0,18.0,0.8,1.11
558,2024,3,Australian Grand Prix,Melbourne,2024-03-24 04:00:00+00:00,STR,11.0,16.0,AMR,AUS,1231,3,1711252800,1231,-0.2,10.0,0.67,13.8,0.06,1.25
554,2024,3,Australian Grand Prix,Melbourne,2024-03-24 04:00:00+00:00,OCO,8.8,0.0,ALP,AUS,1231,3,1711252800,1231,0.5,11.0,5.67,14.8,0.64,1.68
556,2024,3,Australian Grand Prix,Melbourne,2024-03-24 04:00:00+00:00,RIC,8.7,8.0,RB,AUS,1231,3,1711252800,1231,-0.2,12.0,5.33,6.4,0.61,0.74
560,2024,3,Australian Grand Prix,Melbourne,2024-03-24 04:00:00+00:00,TSU,7.6,11.0,RB,AUS,1231,3,1711252800,1231,-0.2,13.0,6.33,11.0,0.83,1.45
557,2024,3,Australian Grand Prix,Melbourne,2024-03-24 04:00:00+00:00,GAS,7.5,5.0,ALP,AUS,1231,3,1711252800,1231,-0.2,14.0,-3.33,3.0,-0.44,0.4
564,2024,3,Australian Grand Prix,Melbourne,2024-03-24 04:00:00+00:00,ALB,7.3,4.0,WIL,AUS,1231,3,1711252800,1231,0.5,15.0,4.0,0.2,0.55,0.03
551,2024,3,Australian Grand Prix,Melbourne,2024-03-24 04:00:00+00:00,MAG,7.2,8.0,HAS,AUS,1231,3,1711252800,1231,0.5,16.0,4.67,-0.4,0.65,-0.06
