,year,race_num,race_name,location,start_date,driver,price,points,constructor,country_code,meeting_key_x,month,start_epoch,meeting_key_y,price_change_prev_race,price_rank,points_last_three_avg,points_last_five_avg,ppm_last_3,ppm_last_5
0,2023,1,Bahrain Grand Prix,Sakhir,2023-03-05 15:00:00+00:00,VER,26.9,35.0,RBR,BRN,1141,3,1678028400,1141,,1.0,,,,
2,2023,1,Bahrain Grand Prix,Sakhir,2023-03-05 15:00:00+00:00,HAM,23.7,19.0,MER,BRN,1141,3,1678028400,1141,,2.0,,,,
7,2023,1,Bahrain Grand Prix,Sakhir,2023-03-05 15:00:00+00:00,LEC,21.2,-11.0,FER,BRN,1141,3,1678028400,1141,,3.0,,,,
6,2023,1,Bahrain Grand Prix,Sakhir,2023-03-05 15:00:00+00:00,RUS,18.6,16.0,MER,BRN,1141,3,1678028400,1141,,4.0,,,,
1,2023,1,Bahrain Grand Prix,Sakhir,2023-03-05 15:00:00+00:00,PER,18.0,28.0,RBR,BRN,1141,3,1678028400,1141,,5.0,,,,
5,2023,1,Bahrain Grand Prix,Sakhir,2023-03-05 15:00:00+00:00,SAI,17.2,19.0,FER,BRN,1141,3,1678028400,1141,,6.0,,,,
3,2023,1,Bahrain Grand Prix,Sakhir,2023-03-05 15:00:00+00:00,NOR,11.2,-1.0,MCL,BRN,1141,3,1678028400,1141,,7.0,,,,
15,2023,1,Bahrain Grand Prix,Sakhir,2023-03-05 15:00:00+00:00,OCO,9.4,-17.0,ALP,BRN,1141,3,1678028400,1141,,8.0,,,,
4,2023,1,Bahrain Grand Prix,Sakhir,2023-03-05 15:00:00+00:00,ALO,8.3,39.0,AMR,BRN,1141,3,1678028400,1141,,9.0,,,,
10,2023,1,Bahrain Grand Prix,Sakhir,2023-03-05 15:00:00+00:00,GAS,8.1,20.0,ALP,BRN,1141,3,1678028400,1141,,10.0,,,,
20,2023,1,Bahrain Grand Prix,Sakhir,2023-03-05 15:00:00+00:00,BOT,7.8,13.0,ALF,BRN,1141,3,1678028400,1141,,11.0,,,,
9,2023,1,Bahrain Grand Prix,Sakhir,2023-03-05 15:00:00+00:00,STR,7.5,17.0,AMR,BRN,1141,3,1678028400,1141,,12.0,,,,
8,2023,1,Bahrain Grand Prix,Sakhir,2023-03-05 15:00:00+00:00,PIA,7.0,-16.0,MCL,BRN,1141,3,1678028400,1141,,13.0,,,,
17,2023,1,Bahrain Grand Prix,Sakhir,2023-03-05 15:00:00+00:00,MAG,6.7,8.0,HAS,BRN,1141,3,1678028400,1141,,14.0,,,,
14,2023,1,Bahrain Grand Prix,Sakhir,2023-03-05 15:00:00+00:00,ALB,5.5,13.0,WIL,BRN,1141,3,1678028400,1141,,15.0,,,,
19,2023,1,Bahrain Grand Prix,Sakhir,2023-03-05 15:00:00+00:00,DEV,5.0,8.0,AT,BRN,1141,3,1678028400,1141,,16.0,,,,
13,2023,1,Bahrain Grand Prix,Sakhir,2023-03-05 15:00:00+00:00,ZHO,4.9,15.0,ALF,BRN,1141,3,1678028400,1141,,17.0,,,,
11,2023,1,Bahrain Grand Prix,Sakhir,2023-03-05 15:00:00+00:00,TSU,4.8,8.0,AT,BRN,1141,3,1678028400,1141,,18.0,,,,
18,2023,1,Bahrain Grand Prix,Sakhir,2023-03-05 15:00:00+00:00,HUL,4.3,-1.0,HAS,BRN,1141,3,1678028400,1141,,19.0,,,,
21,2023,1,Bahrain Grand Prix,Sakhir,2023-03-05 15:00:00+00:00,SAR,4.0,11.0,WIL,BRN,1141,3,1678028400,1141,,20.0,,,,
22,2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19 17:00:00+00:00,VER,27.0,61.0,RBR,KSA,1142,3,1679245200,1142,0.1,1.0,35.0,35.0,1.3,1.3
24,2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19 17:00:00+00:00,HAM,23.7,16.0,MER,KSA,1142,3,1679245200,1142,0.0,2.0,19.0,19.0,0.8,0.8
29,2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19 17:00:00+00:00,LEC,21.1,27.0,FER,KSA,1142,3,1679245200,1142,-0.1,3.0,-11.0,-11.0,-0.52,-0.52
28,2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19 17:00:00+00:00,RUS,18.6,18.0,MER,KSA,1142,3,1679245200,1142,0.0,4.0,16.0,16.0,0.86,0.86
23,2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19 17:00:00+00:00,PER,18.1,36.0,RBR,KSA,1142,3,1679245200,1142,0.1,5.0,28.0,28.0,1.55,1.55
27,2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19 17:00:00+00:00,SAI,17.2,12.0,FER,KSA,1142,3,1679245200,1142,0.0,6.0,19.0,19.0,1.1,1.1
25,2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19 17:00:00+00:00,NOR,11.1,7.0,MCL,KSA,1142,3,1679245200,1142,-0.1,7.0,-1.0,-1.0,-0.09,-0.09
37,2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19 17:00:00+00:00,OCO,9.3,7.0,ALP,KSA,1142,3,1679245200,1142,-0.1,8.0,-17.0,-17.0,-1.83,-1.83
26,2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19 17:00:00+00:00,ALO,8.5,23.0,AMR,KSA,1142,3,1679245200,1142,0.2,9.0,39.0,39.0,4.59,4.59
32,2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19 17:00:00+00:00,GAS,8.2,6.0,ALP,KSA,1142,3,1679245200,1142,0.1,10.0,20.0,20.0,2.44,2.44
42,2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19 17:00:00+00:00,BOT,7.8,-2.0,ALF,KSA,1142,3,1679245200,1142,0.0,11.0,13.0,13.0,1.67,1.67
31,2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19 17:00:00+00:00,STR,7.6,-14.0,AMR,KSA,1142,3,1679245200,1142,0.1,12.0,17.0,17.0,2.24,2.24
30,2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19 17:00:00+00:00,PIA,6.9,2.0,MCL,KSA,1142,3,1679245200,1142,-0.1,13.0,-16.0,-16.0,-2.32,-2.32
39,2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19 17:00:00+00:00,MAG,6.7,9.0,HAS,KSA,1142,3,1679245200,1142,0.0,14.0,8.0,8.0,1.19,1.19
36,2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19 17:00:00+00:00,ALB,5.5,-17.0,WIL,KSA,1142,3,1679245200,1142,0.0,15.0,13.0,13.0,2.36,2.36
41,2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19 17:00:00+00:00,DEV,5.0,7.0,AT,KSA,1142,3,1679245200,1142,0.0,16.0,8.0,8.0,1.6,1.6
35,2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19 17:00:00+00:00,ZHO,4.9,6.0,ALF,KSA,1142,3,1679245200,1142,0.0,17.0,15.0,15.0,3.06,3.06
33,2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19 17:00:00+00:00,TSU,4.8,9.0,AT,KSA,1142,3,1679245200,1142,0.0,18.0,8.0,8.0,1.67,1.67
40,2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19 17:00:00+00:00,HUL,4.2,1.0,HAS,KSA,1142,3,1679245200,1142,-0.1,19.0,-1.0,-1.0,-0.24,-0.24
43,2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19 17:00:00+00:00,SAR,4.0,2.0,WIL,KSA,1142,3,1679245200,1142,0.0,20.0,11.0,11.0,2.75,2.75
44,2023,3,Australian Grand Prix,Melbourne,2023-04-02 05:00:00+00:00,VER,27.1,36.0,RBR,AUS,1143,4,1680411600,1143,0.1,1.0,48.0,48.0,1.77,1.77
46,2023,3,Australian Grand Prix,Melbourne,2023-04-02 05:00:00+00:00,HAM,23.7,29.0,MER,AUS,1143,4,1680411600,1143,0.0,2.0,17.5,17.5,0.74,0.74
51,2023,3,Australian Grand Prix,Melbourne,2023-04-02 05:00:00+00:00,LEC,21.2,-15.0,FER,AUS,1143,4,1680411600,1143,0.1,3.0,8.0,8.0,0.38,0.38
50,2023,3,Australian Grand Prix,Melbourne,2023-04-02 05:00:00+00:00,RUS,18.6,-7.0,MER,AUS,1143,4,1680411600,1143,0.0,4.0,17.0,17.0,0.91,0.91
45,2023,3,Australian Grand Prix,Melbourne,2023-04-02 05:00:00+00:00,PER,18.2,52.0,RBR,AUS,1143,4,1680411600,1143,0.1,5.0,32.0,32.0,1.76,1.76
49,2023,3,Australian Grand Prix,Melbourne,2023-04-02 05:00:00+00:00,SAI,17.2,8.0,FER,AUS,1143,4,1680411600,1143,0.0,6.0,15.5,15.5,0.9,0.9
47,2023,3,Australian Grand Prix,Melbourne,2023-04-02 05:00:00+00:00,NOR,11.1,19.0,MCL,AUS,1143,4,1680411600,1143,0.0,7.0,3.0,3.0,0.27,0.27
59,2023,3,Australian Grand Prix,Melbourne,2023-04-02 05:00:00+00:00,OCO,9.3,2.0,ALP,AUS,1143,4,1680411600,1143,0.0,8.0,-5.0,-5.0,-0.54,-0.54
48,2023,3,Australian Grand Prix,Melbourne,2023-04-02 05:00:00+00:00,ALO,8.7,23.0,AMR,AUS,1143,4,1680411600,1143,0.2,9.0,31.0,31.0,3.56,3.56
54,2023,3,Australian Grand Prix,Melbourne,2023-04-02 05:00:00+00:00,GAS,8.2,1.0,ALP,AUS,1143,4,1680411600,1143,0.0,10.0,13.0,13.0,1.59,1.59
64,2023,3,Australian Grand Prix,Melbourne,2023-04-02 05:00:00+00:00,BOT,7.7,12.0,ALF,AUS,1143,4,1680411600,1143,-0.1,11.0,5.5,5.5,0.71,0.71
53,2023,3,Australian Grand Prix,Melbourne,2023-04-02 05:00:00+00:00,STR,7.5,21.0,AMR,AUS,1143,4,1680411600,1143,-0.1,12.0,1.5,1.5,0.2,0.2
52,2023,3,Australian Grand Prix,Melbourne,2023-04-02 05:00:00+00:00,PIA,6.8,16.0,MCL,AUS,1143,4,1680411600,1143,-0.1,13.0,-7.0,-7.0,-1.03,-1.03
61,2023,3,Australian Grand Prix,Melbourne,2023-04-02 05:00:00+00:00,MAG,6.7,2.0,HAS,AUS,1143,4,1680411600,1143,0.0,14.0,8.5,8.5,1.27,1.27
58,2023,3,Australian Grand Prix,Melbourne,2023-04-02 05:00:00+00:00,ALB,5.4,-15.0,WIL,AUS,1143,4,1680411600,1143,-0.1,15.0,-2.0,-2.0,-0.37,-0.37
63,2023,3,Australian Grand Prix,Melbourne,2023-04-02 05:00:00+00:00,DEV,5.0,3.0,AT,AUS,1143,4,1680411600,1143,0.0,16.0,7.5,7.5,1.5,1.5
57,2023,3,Australian Grand Prix,Melbourne,2023-04-02 05:00:00+00:00,ZHO,4.9,15.0,ALF,AUS,1143,4,1680411600,1143,0.0,17.0,10.5,10.5,2.14,2.14
55,2023,3,Australian Grand Prix,Melbourne,2023-04-02 05:00:00+00:00,TSU,4.8,7.0,AT,AUS,1143,4,1680411600,1143,0.0,18.0,8.5,8.5,1.77,1.77
62,2023,3,Australian Grand Prix,Melbourne,2023-04-02 05:00:00+00:00,HUL,4.1,11.0,HAS,AUS,1143,4,1680411600,1143,-0.1,19.0,0.0,0.0,0.0,0.0
65,2023,3,Australian Grand Prix,Melbourne,2023-04-02 05:00:00+00:00,SAR,3.9,5.0,WIL,AUS,1143,4,1680411600,1143,-0.1,20.0,6.5,6.5,1.67,1.67
66,2023,4,Azerbaijan Grand Prix,Baku,2023-04-30 11:00:00+00:00,VER,27.2,37.0,RBR,AZE,1207,4,1682852400,1207,0.1,1.0,44.0,44.0,1.62,1.62
68,2023,4,Azerbaijan Grand Prix,Baku,2023-04-30 11:00:00+00:00,HAM,23.8,19.0,MER,AZE,1207,4,1682852400,1207,0.1,2.0,21.33,21.33,0.9,0.9
73,2023,4,Azerbaijan Grand Prix,Baku,2023-04-30 11:00:00+00:00,LEC,21.1,29.0,FER,AZE,1207,4,1682852400,1207,-0.1,3.0,0.33,0.33,0.02,0.02
72,2023,4,Azerbaijan Grand Prix,Baku,2023-04-30 11:00:00+00:00,RUS,18.5,25.0,MER,AZE,1207,4,1682852400,1207,-0.1,4.0,9.0,9.0,0.49,0.49
67,2023,4,Azerbaijan Grand Prix,Baku,2023-04-30 11:00:00+00:00,PER,18.3,61.0,RBR,AZE,1207,4,1682852400,1207,0.1,5.0,38.67,38.67,2.11,2.11
71,2023,4,Azerbaijan Grand Prix,Baku,2023-04-30 11:00:00+00:00,SAI,17.2,21.0,FER,AZE,1207,4,1682852400,1207,0.0,6.0,13.0,13.0,0.76,0.76
69,2023,4,Azerbaijan Grand Prix,Baku,2023-04-30 11:00:00+00:00,NOR,11.2,0.0,MCL,AZE,1207,4,1682852400,1207,0.1,7.0,8.33,8.33,0.74,0.74
81,2023,4,Azerbaijan Grand Prix,Baku,2023-04-30 11:00:00+00:00,OCO,9.2,7.0,ALP,AZE,1207,4,1682852400,1207,-0.1,8.0,-2.67,-2.67,-0.29,-0.29
70,2023,4,Azerbaijan Grand Prix,Baku,2023-04-30 11:00:00+00:00,ALO,8.9,27.0,AMR,AZE,1207,4,1682852400,1207,0.2,9.0,28.33,28.33,3.18,3.18
76,2023,4,Azerbaijan Grand Prix,Baku,2023-04-30 11:00:00+00:00,GAS,8.1,17.0,ALP,AZE,1207,4,1682852400,1207,-0.1,10.0,9.0,9.0,1.11,1.11
86,2023,4,Azerbaijan Grand Prix,Baku,2023-04-30 11:00:00+00:00,BOT,7.7,-1.0,ALF,AZE,1207,4,1682852400,1207,0.0,11.0,7.67,7.67,1.0,1.0
75,2023,4,Azerbaijan Grand Prix,Baku,2023-04-30 11:00:00+00:00,STR,7.6,18.0,AMR,AZE,1207,4,1682852400,1207,0.1,12.0,8.0,8.0,1.05,1.05
74,2023,4,Azerbaijan Grand Prix,Baku,2023-04-30 11:00:00+00:00,PIA,6.8,8.0,MCL,AZE,1207,4,1682852400,1207,0.0,13.0,0.67,0.67,0.1,0.1
83,2023,4,Azerbaijan Grand Prix,Baku,2023-04-30 11:00:00+00:00,MAG,6.6,16.0,HAS,AZE,1207,4,1682852400,1207,-0.1,14.0,6.33,6.33,0.96,0.96
80,2023,4,Azerbaijan Grand Prix,Baku,2023-04-30 11:00:00+00:00,ALB,5.3,2.0,WIL,AZE,1207,4,1682852400,1207,-0.1,15.0,-6.33,-6.33,-1.19,-1.19
85,2023,4,Azerbaijan Grand Prix,Baku,2023-04-30 11:00:00+00:00,DEV,4.9,-15.0,AT,AZE,1207,4,1682852400,1207,-0.1,16.0,6.0,6.0,1.22,1.22
79,2023,4,Azerbaijan Grand Prix,Baku,2023-04-30 11:00:00+00:00,ZHO,4.9,-10.0,ALF,AZE,1207,4,1682852400,1207,0.0,16.0,12.0,12.0,2.45,2.45
77,2023,4,Azerbaijan Grand Prix,Baku,2023-04-30 11:00:00+00:00,TSU,4.8,-13.0,AT,AZE,1207,4,1682852400,1207,0.0,17.0,8.0,8.0,1.67,1.67
84,2023,4,Azerbaijan Grand Prix,Baku,2023-04-30 11:00:00+00:00,HUL,4.1,2.0,HAS,AZE,1207,4,1682852400,1207,0.0,18.0,3.67,3.67,0.9,0.9
87,2023,4,Azerbaijan Grand Prix,Baku,2023-04-30 11:00:00+00:00,SAR,3.8,0.0,WIL,AZE,1207,4,1682852400,1207,-0.1,19.0,6.0,6.0,1.58,1.58
88,2023,5,Miami Grand Prix,Miami,2023-05-07 19:30:00+00:00,VER,27.3,64.0,RBR,USA,1208,5,1683487800,1208,0.1,1.0,44.67,42.25,1.64,1.55
90,2023,5,Miami Grand Prix,Miami,2023-05-07 19:30:00+00:00,HAM,23.8,24.0,MER,USA,1208,5,1683487800,1208,0.0,2.0,21.33,20.75,0.9,0.87
95,2023,5,Miami Grand Prix,Miami,2023-05-07 19:30:00+00:00,LEC,21.2,16.0,FER,USA,1208,5,1683487800,1208,0.1,3.0,13.67,7.5,0.64,0.35
94,2023,5,Miami Grand Prix,Miami,2023-05-07 19:30:00+00:00,RUS,18.6,28.0,MER,USA,1208,5,1683487800,1208,0.1,4.0,12.0,13.0,0.65,0.7
89,2023,5,Miami Grand Prix,Miami,2023-05-07 19:30:00+00:00,PER,18.4,28.0,RBR,USA,1208,5,1683487800,1208,0.1,5.0,49.67,44.25,2.7,2.4
93,2023,5,Miami Grand Prix,Miami,2023-05-07 19:30:00+00:00,SAI,17.2,20.0,FER,USA,1208,5,1683487800,1208,0.0,6.0,13.67,15.0,0.79,0.87
91,2023,5,Miami Grand Prix,Miami,2023-05-07 19:30:00+00:00,NOR,11.1,1.0,MCL,USA,1208,5,1683487800,1208,-0.1,7.0,8.67,6.25,0.78,0.56
103,2023,5,Miami Grand Prix,Miami,2023-05-07 19:30:00+00:00,OCO,9.2,8.0,ALP,USA,1208,5,1683487800,1208,0.0,8.0,5.33,-0.25,0.58,-0.03
92,2023,5,Miami Grand Prix,Miami,2023-05-07 19:30:00+00:00,ALO,9.1,25.0,AMR,USA,1208,5,1683487800,1208,0.2,9.0,24.33,28.0,2.67,3.08
98,2023,5,Miami Grand Prix,Miami,2023-05-07 19:30:00+00:00,GAS,8.1,10.0,ALP,USA,1208,5,1683487800,1208,0.0,10.0,8.0,11.0,0.99,1.36
97,2023,5,Miami Grand Prix,Miami,2023-05-07 19:30:00+00:00,STR,7.7,12.0,AMR,USA,1208,5,1683487800,1208,0.1,11.0,8.33,10.5,1.08,1.36
108,2023,5,Miami Grand Prix,Miami,2023-05-07 19:30:00+00:00,BOT,7.6,2.0,ALF,USA,1208,5,1683487800,1208,-0.1,12.0,3.0,5.5,0.39,0.72
96,2023,5,Miami Grand Prix,Miami,2023-05-07 19:30:00+00:00,PIA,6.8,5.0,MCL,USA,1208,5,1683487800,1208,0.0,13.0,8.67,2.5,1.28,0.37
105,2023,5,Miami Grand Prix,Miami,2023-05-07 19:30:00+00:00,MAG,6.6,6.0,HAS,USA,1208,5,1683487800,1208,0.0,14.0,9.0,8.75,1.36,1.33
102,2023,5,Miami Grand Prix,Miami,2023-05-07 19:30:00+00:00,ALB,5.2,-1.0,WIL,USA,1208,5,1683487800,1208,-0.1,15.0,-10.0,-4.25,-1.92,-0.82
107,2023,5,Miami Grand Prix,Miami,2023-05-07 19:30:00+00:00,DEV,4.8,0.0,AT,USA,1208,5,1683487800,1208,-0.1,16.0,-1.67,0.75,-0.35,0.16
101,2023,5,Miami Grand Prix,Miami,2023-05-07 19:30:00+00:00,ZHO,4.8,1.0,ALF,USA,1208,5,1683487800,1208,-0.1,16.0,3.67,6.5,0.76,1.35
99,2023,5,Miami Grand Prix,Miami,2023-05-07 19:30:00+00:00,TSU,4.7,16.0,AT,USA,1208,5,1683487800,1208,-0.1,17.0,1.0,2.75,0.21,0.59
106,2023,5,Miami Grand Prix,Miami,2023-05-07 19:30:00+00:00,HUL,4.0,4.0,HAS,USA,1208,5,1683487800,1208,-0.1,18.0,4.67,3.25,1.17,0.81
109,2023,5,Miami Grand Prix,Miami,2023-05-07 19:30:00+00:00,SAR,3.7,1.0,WIL,USA,1208,5,1683487800,1208,-0.1,19.0,2.33,4.5,0.63,1.22
110,2023,7,Monaco Grand Prix,Monaco,2023-05-28 13:00:00+00:00,VER,27.4,35.0,RBR,MON,1210,5,1685278800,1210,0.1,1.0,45.67,46.6,1.67,1.7
112,2023,7,Monaco Grand Prix,Monaco,2023-05-28 13:00:00+00:00,HAM,23.8,28.0,MER,MON,1210,5,1685278800,1210,0.0,2.0,24.0,21.4,1.01,0.9
117,2023,7,Monaco Grand Prix,Monaco,2023-05-28 13:00:00+00:00,LEC,21.2,16.0,FER,MON,1210,5,1685278800,1210,0.0,3.0,10.0,9.2,0.47,0.43
116,2023,7,Monaco Grand Prix,Monaco,2023-05-28 13:00:00+00:00,RUS,18.6,16.0,MER,MON,1210,5,1685278800,1210,0.0,4.0,15.33,16.0,0.82,0.86
111,2023,7,Monaco Grand Prix,Monaco,2023-05-28 13:00:00+00:00,PER,18.4,10.0,RBR,MON,1210,5,1685278800,1210,0.0,5.0,47.0,41.0,2.55,2.23
115,2023,7,Monaco Grand Prix,Monaco,2023-05-28 13:00:00+00:00,SAI,17.2,6.0,FER,MON,1210,5,1685278800,1210,0.0,6.0,16.33,16.0,0.95,0.93
113,2023,7,Monaco Grand Prix,Monaco,2023-05-28 13:00:00+00:00,NOR,11.0,6.0,MCL,MON,1210,5,1685278800,1210,-0.1,7.0,6.67,5.2,0.61,0.47
114,2023,7,Monaco Grand Prix,Monaco,2023-05-28 13:00:00+00:00,ALO,9.2,27.0,AMR,MON,1210,5,1685278800,1210,0.1,8.0,25.0,27.4,2.72,2.98
125,2023,7,Monaco Grand Prix,Monaco,2023-05-28 13:00:00+00:00,OCO,9.2,32.0,ALP,MON,1210,5,1685278800,1210,0.0,8.0,5.67,1.4,0.62,0.15
120,2023,7,Monaco Grand Prix,Monaco,2023-05-28 13:00:00+00:00,GAS,8.1,10.0,ALP,MON,1210,5,1685278800,1210,0.0,9.0,9.33,10.8,1.15,1.33
119,2023,7,Monaco Grand Prix,Monaco,2023-05-28 13:00:00+00:00,STR,7.7,-17.0,AMR,MON,1210,5,1685278800,1210,0.0,10.0,17.0,10.8,2.21,1.4
130,2023,7,Monaco Grand Prix,Monaco,2023-05-28 13:00:00+00:00,BOT,7.5,10.0,ALF,MON,1210,5,1685278800,1210,-0.1,11.0,4.33,4.8,0.58,0.64
118,2023,7,Monaco Grand Prix,Monaco,2023-05-28 13:00:00+00:00,PIA,6.7,4.0,MCL,MON,1210,5,1685278800,1210,-0.1,12.0,9.67,3.0,1.44,0.45
127,2023,7,Monaco Grand Prix,Monaco,2023-05-28 13:00:00+00:00,MAG,6.5,1.0,HAS,MON,1210,5,1685278800,1210,-0.1,13.0,8.0,8.2,1.23,1.26
124,2023,7,Monaco Grand Prix,Monaco,2023-05-28 13:00:00+00:00,ALB,5.1,0.0,WIL,MON,1210,5,1685278800,1210,-0.1,14.0,-4.67,-3.6,-0.92,-0.71
129,2023,7,Monaco Grand Prix,Monaco,2023-05-28 13:00:00+00:00,DEV,4.7,0.0,AT,MON,1210,5,1685278800,1210,-0.1,15.0,-4.0,0.6,-0.85,0.13
121,2023,7,Monaco Grand Prix,Monaco,2023-05-28 13:00:00+00:00,TSU,4.7,-4.0,AT,MON,1210,5,1685278800,1210,0.0,15.0,3.33,5.4,0.71,1.15
123,2023,7,Monaco Grand Prix,Monaco,2023-05-28 13:00:00+00:00,ZHO,4.7,11.0,ALF,MON,1210,5,1685278800,1210,-0.1,15.0,2.0,5.4,0.43,1.15
128,2023,7,Monaco Grand Prix,Monaco,2023-05-28 13:00:00+00:00,HUL,3.9,7.0,HAS,MON,1210,5,1685278800,1210,-0.1,16.0,5.67,3.4,1.45,0.87
131,2023,7,Monaco Grand Prix,Monaco,2023-05-28 13:00:00+00:00,SAR,3.6,0.0,WIL,MON,1210,5,1685278800,1210,-0.1,17.0,2.0,3.8,0.56,1.06
132,2023,8,Spanish Grand Prix,Barcelona,2023-06-04 13:00:00+00:00,VER,27.5,46.0,RBR,ESP,1211,6,1685883600,1211,0.1,1.0,45.33,46.6,1.65,1.69
134,2023,8,Spanish Grand Prix,Barcelona,2023-06-04 13:00:00+00:00,HAM,23.9,39.0,MER,ESP,1211,6,1685883600,1211,0.1,2.0,23.67,23.2,0.99,0.97
139,2023,8,Spanish Grand Prix,Barcelona,2023-06-04 13:00:00+00:00,LEC,21.2,14.0,FER,ESP,1211,6,1685883600,1211,0.0,3.0,20.33,14.6,0.96,0.69
138,2023,8,Spanish Grand Prix,Barcelona,2023-06-04 13:00:00+00:00,RUS,18.6,31.0,MER,ESP,1211,6,1685883600,1211,0.0,4.0,23.0,16.0,1.24,0.86
133,2023,8,Spanish Grand Prix,Barcelona,2023-06-04 13:00:00+00:00,PER,18.4,27.0,RBR,ESP,1211,6,1685883600,1211,0.0,5.0,33.0,37.4,1.79,2.03
137,2023,8,Spanish Grand Prix,Barcelona,2023-06-04 13:00:00+00:00,SAI,17.2,19.0,FER,ESP,1211,6,1685883600,1211,0.0,6.0,15.67,13.4,0.91,0.78
135,2023,8,Spanish Grand Prix,Barcelona,2023-06-04 13:00:00+00:00,NOR,11.0,-2.0,MCL,ESP,1211,6,1685883600,1211,0.0,7.0,2.33,6.6,0.21,0.6
136,2023,8,Spanish Grand Prix,Barcelona,2023-06-04 13:00:00+00:00,ALO,9.4,14.0,AMR,ESP,1211,6,1685883600,1211,0.2,8.0,26.33,25.0,2.8,2.66
147,2023,8,Spanish Grand Prix,Barcelona,2023-06-04 13:00:00+00:00,OCO,9.4,9.0,ALP,ESP,1211,6,1685883600,1211,0.2,8.0,15.67,11.2,1.67,1.19
142,2023,8,Spanish Grand Prix,Barcelona,2023-06-04 13:00:00+00:00,GAS,8.1,14.0,ALP,ESP,1211,6,1685883600,1211,0.0,9.0,12.33,8.8,1.52,1.09
141,2023,8,Spanish Grand Prix,Barcelona,2023-06-04 13:00:00+00:00,STR,7.6,16.0,AMR,ESP,1211,6,1685883600,1211,-0.1,10.0,4.33,4.0,0.57,0.53
152,2023,8,Spanish Grand Prix,Barcelona,2023-06-04 13:00:00+00:00,BOT,7.5,2.0,ALF,ESP,1211,6,1685883600,1211,0.0,11.0,3.67,4.2,0.49,0.56
140,2023,8,Spanish Grand Prix,Barcelona,2023-06-04 13:00:00+00:00,PIA,6.6,3.0,MCL,ESP,1211,6,1685883600,1211,-0.1,12.0,5.67,7.0,0.86,1.06
149,2023,8,Spanish Grand Prix,Barcelona,2023-06-04 13:00:00+00:00,MAG,6.4,9.0,HAS,ESP,1211,6,1685883600,1211,-0.1,13.0,7.67,6.8,1.2,1.06
146,2023,8,Spanish Grand Prix,Barcelona,2023-06-04 13:00:00+00:00,ALB,5.0,5.0,WIL,ESP,1211,6,1685883600,1211,-0.1,14.0,0.33,-6.2,0.07,-1.24
145,2023,8,Spanish Grand Prix,Barcelona,2023-06-04 13:00:00+00:00,ZHO,4.7,16.0,ALF,ESP,1211,6,1685883600,1211,0.0,15.0,0.67,4.6,0.14,0.98
151,2023,8,Spanish Grand Prix,Barcelona,2023-06-04 13:00:00+00:00,DEV,4.6,6.0,AT,ESP,1211,6,1685883600,1211,-0.1,16.0,-5.0,-1.0,-1.09,-0.22
143,2023,8,Spanish Grand Prix,Barcelona,2023-06-04 13:00:00+00:00,TSU,4.6,11.0,AT,ESP,1211,6,1685883600,1211,-0.1,16.0,-0.33,3.0,-0.07,0.65
150,2023,8,Spanish Grand Prix,Barcelona,2023-06-04 13:00:00+00:00,HUL,3.9,3.0,HAS,ESP,1211,6,1685883600,1211,0.0,17.0,4.33,5.0,1.11,1.28
153,2023,8,Spanish Grand Prix,Barcelona,2023-06-04 13:00:00+00:00,SAR,3.5,1.0,WIL,ESP,1211,6,1685883600,1211,-0.1,18.0,0.33,1.6,0.09,0.46
154,2023,9,Canadian Grand Prix,Montréal,2023-06-18 18:00:00+00:00,VER,27.6,35.0,RBR,CAN,1212,6,1687111200,1212,0.1,1.0,48.33,43.6,1.75,1.58
156,2023,9,Canadian Grand Prix,Montréal,2023-06-18 18:00:00+00:00,HAM,24.0,23.0,MER,CAN,1212,6,1687111200,1212,0.1,2.0,30.33,27.8,1.26,1.16
161,2023,9,Canadian Grand Prix,Montréal,2023-06-18 18:00:00+00:00,LEC,21.2,19.0,FER,CAN,1212,6,1687111200,1212,0.0,3.0,15.33,12.0,0.72,0.57
160,2023,9,Canadian Grand Prix,Montréal,2023-06-18 18:00:00+00:00,RUS,18.7,-12.0,MER,CAN,1212,6,1687111200,1212,0.1,4.0,25.0,18.6,1.34,0.99
