,date_start,driver,driver_number,position,points,gap_to_leader,meeting_key,session_key,dnf,dns,dsq,nc
1027,2025-05-04 20:00:00+00:00,TSU,22,10.0,1.0,74.434,1259,10033,False,False,False,0
1028,2025-05-04 20:00:00+00:00,HAD,6,11.0,0.0,74.602,1259,10033,False,False,False,0
1029,2025-05-04 20:00:00+00:00,OCO,31,12.0,0.0,82.006,1259,10033,False,False,False,0
1030,2025-05-04 20:00:00+00:00,GAS,10,13.0,0.0,90.445,1259,10033,False,False,False,0
1031,2025-05-04 20:00:00+00:00,HUL,27,14.0,0.0,+1 LAP,1259,10033,False,False,False,0
1032,2025-05-04 20:00:00+00:00,ALO,14,15.0,0.0,+1 LAP,1259,10033,False,False,False,0
1033,2025-05-04 20:00:00+00:00,STR,18,16.0,0.0,+1 LAP,1259,10033,False,False,False,0
1034,2025-05-04 20:00:00+00:00,LAW,30,,0.0,,1259,10033,True,False,False,0
1035,2025-05-04 20:00:00+00:00,BOR,5,,0.0,,1259,10033,True,False,False,0
1036,2025-05-04 20:00:00+00:00,BEA,87,,0.0,,1259,10033,True,False,False,0
1037,2025-05-04 20:00:00+00:00,DOO,7,,0.0,,1259,10033,True,False,False,0
1038,2025-05-18 13:00:00+00:00,VER,1,1.0,25.0,0.0,1260,9987,False,False,False,0
1039,2025-05-18 13:00:00+00:00,NOR,4,2.0,18.0,6.109,1260,9987,False,False,False,0
1040,2025-05-18 13:00:00+00:00,PIA,81,3.0,15.0,12.956,1260,9987,False,False,False,0
1041,2025-05-18 13:00:00+00:00,HAM,44,4.0,12.0,14.356,1260,9987,False,False,False,0
1042,2025-05-18 13:00:00+00:00,ALB,23,5.0,10.0,17.945,1260,9987,False,False,False,0
1043,2025-05-18 13:00:00+00:00,LEC,16,6.0,8.0,20.774,1260,9987,False,False,False,0
1044,2025-05-18 13:00:00+00:00,RUS,63,7.0,6.0,22.034,1260,9987,False,False,False,0
1045,2025-05-18 13:00:00+00:00,SAI,55,8.0,4.0,22.898,1260,9987,False,False,False,0
1046,2025-05-18 13:00:00+00:00,HAD,6,9.0,2.0,23.586,1260,9987,False,False,False,0
1047,2025-05-18 13:00:00+00:00,TSU,22,10.0,1.0,26.446,1260,9987,False,False,False,0
1048,2025-05-18 13:00:00+00:00,ALO,14,11.0,0.0,27.25,1260,9987,False,False,False,0
1049,2025-05-18 13:00:00+00:00,HUL,27,12.0,0.0,30.296,1260,9987,False,False,False,0
1050,2025-05-18 13:00:00+00:00,GAS,10,13.0,0.0,31.424,1260,9987,False,False,False,0
1051,2025-05-18 13:00:00+00:00,LAW,30,14.0,0.0,32.511,1260,9987,False,False,False,0
1052,2025-05-18 13:00:00+00:00,STR,18,15.0,0.0,32.993,1260,9987,False,False,False,0
1053,2025-05-18 13:00:00+00:00,COL,43,16.0,0.0,33.411,1260,9987,False,False,False,0
1054,2025-05-18 13:00:00+00:00,BEA,87,17.0,0.0,33.808,1260,9987,False,False,False,0
1055,2025-05-18 13:00:00+00:00,BOR,5,18.0,0.0,38.572,1260,9987,False,False,False,0
1056,2025-05-18 13:00:00+00:00,ANT,12,,0.0,,1260,9987,True,False,False,0
1057,2025-05-18 13:00:00+00:00,OCO,31,,0.0,,1260,9987,True,False,False,0
1058,2025-05-25 13:00:00+00:00,NOR,4,1.0,25.0,0,1261,9979,False,False,False,0
1059,2025-05-25 13:00:00+00:00,LEC,16,2.0,18.0,3.131,1261,9979,False,False,False,0
1060,2025-05-25 13:00:00+00:00,PIA,81,3.0,15.0,3.658,1261,9979,False,False,False,0
1061,2025-05-25 13:00:00+00:00,VER,1,4.0,12.0,20.572,1261,9979,False,False,False,0
1062,2025-05-25 13:00:00+00:00,HAM,44,5.0,10.0,51.387,1261,9979,False,False,False,0
1063,2025-05-25 13:00:00+00:00,HAD,6,6.0,8.0,+1 LAP,1261,9979,False,False,False,0
1064,2025-05-25 13:00:00+00:00,OCO,31,7.0,6.0,+1 LAP,1261,9979,False,False,False,0
1065,2025-05-25 13:00:00+00:00,LAW,30,8.0,4.0,+1 LAP,1261,9979,False,False,False,0
1066,2025-05-25 13:00:00+00:00,ALB,23,9.0,2.0,+2 LAPS,1261,9979,False,False,False,0
1067,2025-05-25 13:00:00+00:00,SAI,55,10.0,1.0,+2 LAPS,1261,9979,False,False,False,0
1068,2025-05-25 13:00:00+00:00,RUS,63,11.0,0.0,+2 LAPS,1261,9979,False,False,False,0
1069,2025-05-25 13:00:00+00:00,BEA,87,12.0,0.0,+2 LAPS,1261,9979,False,False,False,0
1070,2025-05-25 13:00:00+00:00,COL,43,13.0,0.0,+2 LAPS,1261,9979,False,False,False,0
1071,2025-05-25 13:00:00+00:00,BOR,5,14.0,0.0,+2 LAPS,1261,9979,False,False,False,0
1072,2025-05-25 13:00:00+00:00,STR,18,15.0,0.0,+2 LAPS,1261,9979,False,False,False,0
1073,2025-05-25 13:00:00+00:00,HUL,27,16.0,0.0,+2 LAPS,1261,9979,False,False,False,0
1074,2025-05-25 13:00:00+00:00,TSU,22,17.0,0.0,+2 LAPS,1261,9979,False,False,False,0
1075,2025-05-25 13:00:00+00:00,ANT,12,18.0,0.0,+3 LAPS,1261,9979,False,False,False,0
1076,2025-05-25 13:00:00+00:00,ALO,14,,0.0,,1261,9979,True,False,False,0
1077,2025-05-25 13:00:00+00:00,GAS,10,,0.0,,1261,9979,True,False,False,0
1078,2025-06-01 13:00:00+00:00,PIA,81,1.0,25.0,0.0,1262,9971,False,False,False,0
1079,2025-06-01 13:00:00+00:00,NOR,4,2.0,18.0,2.471,1262,9971,False,False,False,0
1080,2025-06-01 13:00:00+00:00,LEC,16,3.0,15.0,10.455,1262,9971,False,False,False,0
1081,2025-06-01 13:00:00+00:00,RUS,63,4.0,12.0,11.359,1262,9971,False,False,False,0
1082,2025-06-01 13:00:00+00:00,HUL,27,5.0,10.0,13.648,1262,9971,False,False,False,0
1083,2025-06-01 13:00:00+00:00,HAM,44,6.0,8.0,15.508,1262,9971,False,False,False,0
1084,2025-06-01 13:00:00+00:00,HAD,6,7.0,6.0,16.022,1262,9971,False,False,False,0
1085,2025-06-01 13:00:00+00:00,GAS,10,8.0,4.0,17.882,1262,9971,False,False,False,0
1086,2025-06-01 13:00:00+00:00,ALO,14,9.0,2.0,21.564,1262,9971,False,False,False,0
1087,2025-06-01 13:00:00+00:00,VER,1,10.0,1.0,21.826,1262,9971,False,False,False,0
1088,2025-06-01 13:00:00+00:00,LAW,30,11.0,0.0,25.532,1262,9971,False,False,False,0
1089,2025-06-01 13:00:00+00:00,BOR,5,12.0,0.0,25.996,1262,9971,False,False,False,0
1090,2025-06-01 13:00:00+00:00,TSU,22,13.0,0.0,28.822,1262,9971,False,False,False,0
1091,2025-06-01 13:00:00+00:00,SAI,55,14.0,0.0,29.309,1262,9971,False,False,False,0
1092,2025-06-01 13:00:00+00:00,COL,43,15.0,0.0,31.381,1262,9971,False,False,False,0
1093,2025-06-01 13:00:00+00:00,OCO,31,16.0,0.0,32.197,1262,9971,False,False,False,0
1094,2025-06-01 13:00:00+00:00,BEA,87,17.0,0.0,37.065,1262,9971,False,False,False,0
1095,2025-06-01 13:00:00+00:00,ANT,12,,0.0,,1262,9971,True,False,False,0
1096,2025-06-01 13:00:00+00:00,ALB,23,,0.0,,1262,9971,True,False,False,0
1097,2025-06-15 18:00:00+00:00,RUS,63,1.0,25.0,0,1263,9963,False,False,False,0
1098,2025-06-15 18:00:00+00:00,VER,1,2.0,18.0,0.228,1263,9963,False,False,False,0
1099,2025-06-15 18:00:00+00:00,ANT,12,3.0,15.0,1.014,1263,9963,False,False,False,0
1100,2025-06-15 18:00:00+00:00,PIA,81,4.0,12.0,2.109,1263,9963,False,False,False,0
1101,2025-06-15 18:00:00+00:00,LEC,16,5.0,10.0,3.442,1263,9963,False,False,False,0
1102,2025-06-15 18:00:00+00:00,HAM,44,6.0,8.0,10.713,1263,9963,False,False,False,0
1103,2025-06-15 18:00:00+00:00,ALO,14,7.0,6.0,10.972,1263,9963,False,False,False,0
1104,2025-06-15 18:00:00+00:00,HUL,27,8.0,4.0,15.364,1263,9963,False,False,False,0
1105,2025-06-15 18:00:00+00:00,OCO,31,9.0,2.0,+1 LAP,1263,9963,False,False,False,0
1106,2025-06-15 18:00:00+00:00,SAI,55,10.0,1.0,+1 LAP,1263,9963,False,False,False,0
1107,2025-06-15 18:00:00+00:00,BEA,87,11.0,0.0,+1 LAP,1263,9963,False,False,False,0
1108,2025-06-15 18:00:00+00:00,TSU,22,12.0,0.0,+1 LAP,1263,9963,False,False,False,0
1109,2025-06-15 18:00:00+00:00,COL,43,13.0,0.0,+1 LAP,1263,9963,False,False,False,0
1110,2025-06-15 18:00:00+00:00,BOR,5,14.0,0.0,+1 LAP,1263,9963,False,False,False,0
1111,2025-06-15 18:00:00+00:00,GAS,10,15.0,0.0,+1 LAP,1263,9963,False,False,False,0
1112,2025-06-15 18:00:00+00:00,HAD,6,16.0,0.0,+1 LAP,1263,9963,False,False,False,0
1113,2025-06-15 18:00:00+00:00,STR,18,17.0,0.0,+1 LAP,1263,9963,False,False,False,0
1114,2025-06-15 18:00:00+00:00,NOR,4,18.0,0.0,,1263,9963,True,False,False,0
1115,2025-06-15 18:00:00+00:00,LAW,30,,0.0,,1263,9963,True,False,False,0
1116,2025-06-15 18:00:00+00:00,ALB,23,,0.0,,1263,9963,True,False,False,0
1117,2025-06-29 13:00:00+00:00,NOR,4,1.0,25.0,0,1264,9955,False,False,False,0
1118,2025-06-29 13:00:00+00:00,PIA,81,2.0,18.0,2.695,1264,9955,False,False,False,0
1119,2025-06-29 13:00:00+00:00,LEC,16,3.0,15.0,19.82,1264,9955,False,False,False,0
1120,2025-06-29 13:00:00+00:00,HAM,44,4.0,12.0,29.02,1264,9955,False,False,False,0
1121,2025-06-29 13:00:00+00:00,RUS,63,5.0,10.0,62.396,1264,9955,False,False,False,0
1122,2025-06-29 13:00:00+00:00,LAW,30,6.0,8.0,67.754,1264,9955,False,False,False,0
1123,2025-06-29 13:00:00+00:00,ALO,14,7.0,6.0,+1 LAP,1264,9955,False,False,False,0
1124,2025-06-29 13:00:00+00:00,BOR,5,8.0,4.0,+1 LAP,1264,9955,False,False,False,0
1125,2025-06-29 13:00:00+00:00,HUL,27,9.0,2.0,+1 LAP,1264,9955,False,False,False,0
1126,2025-06-29 13:00:00+00:00,OCO,31,10.0,1.0,+1 LAP,1264,9955,False,False,False,0
1127,2025-06-29 13:00:00+00:00,BEA,87,11.0,0.0,+1 LAP,1264,9955,False,False,False,0
1128,2025-06-29 13:00:00+00:00,HAD,6,12.0,0.0,+1 LAP,1264,9955,False,False,False,0
1129,2025-06-29 13:00:00+00:00,GAS,10,13.0,0.0,+1 LAP,1264,9955,False,False,False,0
1130,2025-06-29 13:00:00+00:00,STR,18,14.0,0.0,+1 LAP,1264,9955,False,False,False,0
1131,2025-06-29 13:00:00+00:00,COL,43,15.0,0.0,+1 LAP,1264,9955,False,False,False,0
1132,2025-06-29 13:00:00+00:00,TSU,22,16.0,0.0,+2 LAPS,1264,9955,False,False,False,0
1133,2025-06-29 13:00:00+00:00,ALB,23,,0.0,,1264,9955,True,False,False,0
1134,2025-06-29 13:00:00+00:00,VER,1,,0.0,,1264,9955,True,False,False,0
1135,2025-06-29 13:00:00+00:00,ANT,12,,0.0,,1264,9955,True,False,False,0
1136,2025-06-29 13:00:00+00:00,SAI,55,,0.0,,1264,9955,False,True,False,0
1137,2025-07-06 14:00:00+00:00,NOR,4,1.0,25.0,0,1277,9947,False,False,False,0
1138,2025-07-06 14:00:00+00:00,PIA,81,2.0,18.0,6.812,1277,9947,False,False,False,0
1139,2025-07-06 14:00:00+00:00,HUL,27,3.0,15.0,34.742,1277,9947,False,False,False,0
1140,2025-07-06 14:00:00+00:00,HAM,44,4.0,12.0,39.812,1277,9947,False,False,False,0
1141,2025-07-06 14:00:00+00:00,VER,1,5.0,10.0,56.781,1277,9947,False,False,False,0
1142,2025-07-06 14:00:00+00:00,GAS,10,6.0,8.0,59.857,1277,9947,False,False,False,0
1143,2025-07-06 14:00:00+00:00,STR,18,7.0,6.0,60.603,1277,9947,False,False,False,0
1144,2025-07-06 14:00:00+00:00,ALB,23,8.0,4.0,64.135,1277,9947,False,False,False,0
1145,2025-07-06 14:00:00+00:00,ALO,14,9.0,2.0,65.858,1277,9947,False,False,False,0
1146,2025-07-06 14:00:00+00:00,RUS,63,10.0,1.0,70.674,1277,9947,False,False,False,0
1147,2025-07-06 14:00:00+00:00,BEA,87,11.0,0.0,72.095,1277,9947,False,False,False,0
1148,2025-07-06 14:00:00+00:00,SAI,55,12.0,0.0,76.592,1277,9947,False,False,False,0
1149,2025-07-06 14:00:00+00:00,OCO,31,13.0,0.0,77.301,1277,9947,False,False,False,0
1150,2025-07-06 14:00:00+00:00,LEC,16,14.0,0.0,84.477,1277,9947,False,False,False,0
1151,2025-07-06 14:00:00+00:00,TSU,22,15.0,0.0,+1 LAP,1277,9947,False,False,False,0
1152,2025-07-06 14:00:00+00:00,ANT,12,,0.0,,1277,9947,True,False,False,0
1153,2025-07-06 14:00:00+00:00,HAD,6,,0.0,,1277,9947,True,False,False,0
1154,2025-07-06 14:00:00+00:00,BOR,5,,0.0,,1277,9947,True,False,False,0
1155,2025-07-06 14:00:00+00:00,LAW,30,,0.0,,1277,9947,True,False,False,0
1156,2025-07-06 14:00:00+00:00,COL,43,,0.0,,1277,9947,False,True,False,0
1157,2025-07-27 13:00:00+00:00,PIA,81,1.0,25.0,0,1265,9939,False,False,False,0
1158,2025-07-27 13:00:00+00:00,NOR,4,2.0,18.0,3.415,1265,9939,False,False,False,0
1159,2025-07-27 13:00:00+00:00,LEC,16,3.0,15.0,20.185,1265,9939,False,False,False,0
1160,2025-07-27 13:00:00+00:00,VER,1,4.0,12.0,21.731,1265,9939,False,False,False,0
1161,2025-07-27 13:00:00+00:00,RUS,63,5.0,10.0,34.863,1265,9939,False,False,False,0
1162,2025-07-27 13:00:00+00:00,ALB,23,6.0,8.0,39.926,1265,9939,False,False,False,0
1163,2025-07-27 13:00:00+00:00,HAM,44,7.0,6.0,40.679,1265,9939,False,False,False,0
1164,2025-07-27 13:00:00+00:00,LAW,30,8.0,4.0,52.033,1265,9939,False,False,False,0
1165,2025-07-27 13:00:00+00:00,BOR,5,9.0,2.0,56.434,1265,9939,False,False,False,0
1166,2025-07-27 13:00:00+00:00,GAS,10,10.0,1.0,72.714,1265,9939,False,False,False,0
1167,2025-07-27 13:00:00+00:00,BEA,87,11.0,0.0,73.145,1265,9939,False,False,False,0
1168,2025-07-27 13:00:00+00:00,HUL,27,12.0,0.0,73.628,1265,9939,False,False,False,0
1169,2025-07-27 13:00:00+00:00,TSU,22,13.0,0.0,75.395,1265,9939,False,False,False,0
1170,2025-07-27 13:00:00+00:00,STR,18,14.0,0.0,79.831,1265,9939,False,False,False,0
1171,2025-07-27 13:00:00+00:00,OCO,31,15.0,0.0,86.063,1265,9939,False,False,False,0
1172,2025-07-27 13:00:00+00:00,ANT,12,16.0,0.0,86.721,1265,9939,False,False,False,0
1173,2025-07-27 13:00:00+00:00,ALO,14,17.0,0.0,87.924,1265,9939,False,False,False,0
1174,2025-07-27 13:00:00+00:00,SAI,55,18.0,0.0,92.024,1265,9939,False,False,False,0
1175,2025-07-27 13:00:00+00:00,COL,43,19.0,0.0,95.25,1265,9939,False,False,False,0
1176,2025-07-27 13:00:00+00:00,HAD,6,20.0,0.0,+1 LAP,1265,9939,False,False,False,0
1177,2025-08-03 13:00:00+00:00,NOR,4,1.0,25.0,0,1266,9928,False,False,False,0
1178,2025-08-03 13:00:00+00:00,PIA,81,2.0,18.0,0.698,1266,9928,False,False,False,0
1179,2025-08-03 13:00:00+00:00,RUS,63,3.0,15.0,21.916,1266,9928,False,False,False,0
1180,2025-08-03 13:00:00+00:00,LEC,16,4.0,12.0,42.56,1266,9928,False,False,False,0
1181,2025-08-03 13:00:00+00:00,ALO,14,5.0,10.0,59.04,1266,9928,False,False,False,0
1182,2025-08-03 13:00:00+00:00,BOR,5,6.0,8.0,66.169,1266,9928,False,False,False,0
1183,2025-08-03 13:00:00+00:00,STR,18,7.0,6.0,68.174,1266,9928,False,False,False,0
1184,2025-08-03 13:00:00+00:00,LAW,30,8.0,4.0,69.451,1266,9928,False,False,False,0
1185,2025-08-03 13:00:00+00:00,VER,1,9.0,2.0,72.645,1266,9928,False,False,False,0
1186,2025-08-03 13:00:00+00:00,ANT,12,10.0,1.0,+1 LAP,1266,9928,False,False,False,0
1187,2025-08-03 13:00:00+00:00,HAD,6,11.0,0.0,+1 LAP,1266,9928,False,False,False,0
1188,2025-08-03 13:00:00+00:00,HAM,44,12.0,0.0,+1 LAP,1266,9928,False,False,False,0
1189,2025-08-03 13:00:00+00:00,HUL,27,13.0,0.0,+1 LAP,1266,9928,False,False,False,0
1190,2025-08-03 13:00:00+00:00,SAI,55,14.0,0.0,+1 LAP,1266,9928,False,False,False,0
1191,2025-08-03 13:00:00+00:00,ALB,23,15.0,0.0,+1 LAP,1266,9928,False,False,False,0
1192,2025-08-03 13:00:00+00:00,OCO,31,16.0,0.0,+1 LAP,1266,9928,False,False,False,0
1193,2025-08-03 13:00:00+00:00,TSU,22,17.0,0.0,+1 LAP,1266,9928,False,False,False,0
1194,2025-08-03 13:00:00+00:00,COL,43,18.0,0.0,+1 LAP,1266,9928,False,False,False,0
1195,2025-08-03 13:00:00+00:00,GAS,10,19.0,0.0,+1 LAP,1266,9928,False,False,False,0
1196,2025-08-03 13:00:00+00:00,BEA,87,,0.0,,1266,9928,True,False,False,0
1197,2025-08-31 13:00:00+00:00,PIA,81,1.0,25.0,0.0,1267,9920,False,False,False,0
1198,2025-08-31 13:00:00+00:00,VER,1,2.0,18.0,1.271,1267,9920,False,False,False,0
1199,2025-08-31 13:00:00+00:00,HAD,6,3.0,15.0,3.233,1267,9920,False,False,False,0
1200,2025-08-31 13:00:00+00:00,RUS,63,4.0,12.0,5.654,1267,9920,False,False,False,0
1201,2025-08-31 13:00:00+00:00,ALB,23,5.0,10.0,6.327,1267,9920,False,False,False,0
1202,2025-08-31 13:00:00+00:00,BEA,87,6.0,8.0,9.044,1267,9920,False,False,False,0
1203,2025-08-31 13:00:00+00:00,STR,18,7.0,6.0,9.497,1267,9920,False,False,False,0
1204,2025-08-31 13:00:00+00:00,ALO,14,8.0,4.0,11.709,1267,9920,False,False,False,0
1205,2025-08-31 13:00:00+00:00,TSU,22,9.0,2.0,13.597,1267,9920,False,False,False,0
1206,2025-08-31 13:00:00+00:00,OCO,31,10.0,1.0,14.063,1267,9920,False,False,False,0
1207,2025-08-31 13:00:00+00:00,COL,43,11.0,0.0,14.511,1267,9920,False,False,False,0
1208,2025-08-31 13:00:00+00:00,LAW,30,12.0,0.0,17.063,1267,9920,False,False,False,0
1209,2025-08-31 13:00:00+00:00,SAI,55,13.0,0.0,17.376,1267,9920,False,False,False,0
1210,2025-08-31 13:00:00+00:00,HUL,27,14.0,0.0,19.725,1267,9920,False,False,False,0
1211,2025-08-31 13:00:00+00:00,BOR,5,15.0,0.0,21.565,1267,9920,False,False,False,0
1212,2025-08-31 13:00:00+00:00,ANT,12,16.0,0.0,22.029,1267,9920,False,False,False,0
1213,2025-08-31 13:00:00+00:00,GAS,10,17.0,0.0,23.629,1267,9920,False,False,False,0
1214,2025-08-31 13:00:00+00:00,NOR,4,18.0,0.0,,1267,9920,True,False,False,0
1215,2025-08-31 13:00:00+00:00,LEC,16,,0.0,,1267,9920,True,False,False,0
1216,2025-08-31 13:00:00+00:00,HAM,44,,0.0,,1267,9920,True,False,False,0
1217,2025-09-07 13:00:00+00:00,VER,1,1.0,25.0,0,1268,9912,False,False,False,0
1218,2025-09-07 13:00:00+00:00,NOR,4,2.0,18.0,19.207,1268,9912,False,False,False,0
1219,2025-09-07 13:00:00+00:00,PIA,81,3.0,15.0,21.351,1268,9912,False,False,False,0
1220,2025-09-07 13:00:00+00:00,LEC,16,4.0,12.0,25.624,1268,9912,False,False,False,0
1221,2025-09-07 13:00:00+00:00,RUS,63,5.0,10.0,32.881,1268,9912,False,False,False,0
1222,2025-09-07 13:00:00+00:00,HAM,44,6.0,8.0,37.449,1268,9912,False,False,False,0
1223,2025-09-07 13:00:00+00:00,ALB,23,7.0,6.0,50.537,1268,9912,False,False,False,0
1224,2025-09-07 13:00:00+00:00,BOR,5,8.0,4.0,58.484,1268,9912,False,False,False,0
1225,2025-09-07 13:00:00+00:00,ANT,12,9.0,2.0,59.762,1268,9912,False,False,False,0
1226,2025-09-07 13:00:00+00:00,HAD,6,10.0,1.0,63.891,1268,9912,False,False,False,0
1227,2025-09-07 13:00:00+00:00,SAI,55,11.0,0.0,64.469,1268,9912,False,False,False,0
1228,2025-09-07 13:00:00+00:00,BEA,87,12.0,0.0,79.288,1268,9912,False,False,False,0
1229,2025-09-07 13:00:00+00:00,TSU,22,13.0,0.0,80.701,1268,9912,False,False,False,0
1230,2025-09-07 13:00:00+00:00,LAW,30,14.0,0.0,82.351,1268,9912,False,False,False,0
1231,2025-09-07 13:00:00+00:00,OCO,31,15.0,0.0,+1 LAP,1268,9912,False,False,False,0
1232,2025-09-07 13:00:00+00:00,GAS,10,16.0,0.0,+1 LAP,1268,9912,False,False,False,0
1233,2025-09-07 13:00:00+00:00,COL,43,17.0,0.0,+1 LAP,1268,9912,False,False,False,0
1234,2025-09-07 13:00:00+00:00,STR,18,18.0,0.0,+1 LAP,1268,9912,False,False,False,0
1235,2025-09-07 13:00:00+00:00,ALO,14,,0.0,,1268,9912,True,False,False,0
1236,2025-09-07 13:00:00+00:00,HUL,27,,0.0,,1268,9912,False,True,False,0
1237,2025-09-21 11:00:00+00:00,VER,1,1.0,25.0,0,1269,9904,False,False,False,0
1238,2025-09-21 11:00:00+00:00,RUS,63,2.0,18.0,14.609,1269,9904,False,False,False,0
1239,2025-09-21 11:00:00+00:00,SAI,55,3.0,15.0,19.199,1269,9904,False,False,False,0
1240,2025-09-21 11:00:00+00:00,ANT,12,4.0,12.0,21.76,1269,9904,False,False,False,0
1241,2025-09-21 11:00:00+00:00,LAW,30,5.0,10.0,33.29,1269,9904,False,False,False,0
1242,2025-09-21 11:00:00+00:00,TSU,22,6.0,8.0,33.808,1269,9904,False,False,False,0
1243,2025-09-21 11:00:00+00:00,NOR,4,7.0,6.0,34.227,1269,9904,False,False,False,0
1244,2025-09-21 11:00:00+00:00,HAM,44,8.0,4.0,36.31,1269,9904,False,False,False,0
1245,2025-09-21 11:00:00+00:00,LEC,16,9.0,2.0,36.774,1269,9904,False,False,False,0
1246,2025-09-21 11:00:00+00:00,HAD,6,10.0,1.0,38.982,1269,9904,False,False,False,0
1247,2025-09-21 11:00:00+00:00,BOR,5,11.0,0.0,67.606,1269,9904,False,False,False,0
1248,2025-09-21 11:00:00+00:00,BEA,87,12.0,0.0,68.262,1269,9904,False,False,False,0
1249,2025-09-21 11:00:00+00:00,ALB,23,13.0,0.0,72.87,1269,9904,False,False,False,0
1250,2025-09-21 11:00:00+00:00,OCO,31,14.0,0.0,77.58,1269,9904,False,False,False,0
1251,2025-09-21 11:00:00+00:00,ALO,14,15.0,0.0,78.707,1269,9904,False,False,False,0
1252,2025-09-21 11:00:00+00:00,HUL,27,16.0,0.0,80.237,1269,9904,False,False,False,0
1253,2025-09-21 11:00:00+00:00,STR,18,17.0,0.0,96.392,1269,9904,False,False,False,0
1254,2025-09-21 11:00:00+00:00,GAS,10,18.0,0.0,+1 LAP,1269,9904,False,False,False,0
1255,2025-09-21 11:00:00+00:00,COL,43,19.0,0.0,+1 LAP,1269,9904,False,False,False,0
1256,2025-09-21 11:00:00+00:00,PIA,81,,0.0,,1269,9904,True,False,False,0
1257,2025-10-05 12:00:00+00:00,RUS,63,1.0,25.0,0,1270,9896,False,False,False,0
1258,2025-10-05 12:00:00+00:00,VER,1,2.0,18.0,5.43,1270,9896,False,False,False,0
1259,2025-10-05 12:00:00+00:00,NOR,4,3.0,15.0,6.066,1270,9896,False,False,False,0
1260,2025-10-05 12:00:00+00:00,PIA,81,4.0,12.0,8.146,1270,9896,False,False,False,0
1261,2025-10-05 12:00:00+00:00,ANT,12,5.0,10.0,33.681,1270,9896,False,False,False,0
1262,2025-10-05 12:00:00+00:00,LEC,16,6.0,8.0,45.996,1270,9896,False,False,False,0
1263,2025-10-05 12:00:00+00:00,ALO,14,7.0,6.0,80.667,1270,9896,False,False,False,0
1264,2025-10-05 12:00:00+00:00,HAM,44,8.0,4.0,85.251,1270,9896,False,False,False,0
1265,2025-10-05 12:00:00+00:00,BEA,87,9.0,2.0,93.527,1270,9896,False,False,False,0
1266,2025-10-05 12:00:00+00:00,SAI,55,10.0,1.0,+1 LAP,1270,9896,False,False,False,0
1267,2025-10-05 12:00:00+00:00,HAD,6,11.0,0.0,+1 LAP,1270,9896,False,False,False,0
1268,2025-10-05 12:00:00+00:00,TSU,22,12.0,0.0,+1 LAP,1270,9896,False,False,False,0
1269,2025-10-05 12:00:00+00:00,STR,18,13.0,0.0,+1 LAP,1270,9896,False,False,False,0
1270,2025-10-05 12:00:00+00:00,ALB,23,14.0,0.0,+1 LAP,1270,9896,False,False,False,0
1271,2025-10-05 12:00:00+00:00,LAW,30,15.0,0.0,+1 LAP,1270,9896,False,False,False,0
1272,2025-10-05 12:00:00+00:00,COL,43,16.0,0.0,+1 LAP,1270,9896,False,False,False,0
1273,2025-10-05 12:00:00+00:00,BOR,5,17.0,0.0,+1 LAP,1270,9896,False,False,False,0
1274,2025-10-05 12:00:00+00:00,OCO,31,18.0,0.0,+1 LAP,1270,9896,False,False,False,0
1275,2025-10-05 12:00:00+00:00,GAS,10,19.0,0.0,+1 LAP,1270,9896,False,False,False,0
1276,2025-10-05 12:00:00+00:00,HUL,27,20.0,0.0,+1 LAP,1270,9896,False,False,False,0
1277,2025-10-19 19:00:00+00:00,VER,1,1.0,25.0,0,1271,9888,False,False,False,0
1278,2025-10-19 19:00:00+00:00,NOR,4,2.0,18.0,7.959,1271,9888,False,False,False,0
1279,2025-10-19 19:00:00+00:00,LEC,16,3.0,15.0,15.373,1271,9888,False,False,False,0
1280,2025-10-19 19:00:00+00:00,HAM,44,4.0,12.0,28.536,1271,9888,False,False,False,0
1281,2025-10-19 19:00:00+00:00,PIA,81,5.0,10.0,29.678,1271,9888,False,False,False,0
1282,2025-10-19 19:00:00+00:00,RUS,63,6.0,8.0,33.456,1271,9888,False,False,False,0
1283,2025-10-19 19:00:00+00:00,TSU,22,7.0,6.0,52.714,1271,9888,False,False,False,0
1284,2025-10-19 19:00:00+00:00,HUL,27,8.0,4.0,57.249,1271,9888,False,False,False,0
1285,2025-10-19 19:00:00+00:00,BEA,87,9.0,2.0,64.722,1271,9888,False,False,False,0
1286,2025-10-19 19:00:00+00:00,ALO,14,10.0,1.0,70.001,1271,9888,False,False,False,0
1287,2025-10-19 19:00:00+00:00,LAW,30,11.0,0.0,73.209,1271,9888,False,False,False,0
1288,2025-10-19 19:00:00+00:00,STR,18,12.0,0.0,74.778,1271,9888,False,False,False,0
1289,2025-10-19 19:00:00+00:00,ANT,12,13.0,0.0,75.746,1271,9888,False,False,False,0
1290,2025-10-19 19:00:00+00:00,ALB,23,14.0,0.0,80.0,1271,9888,False,False,False,0
1291,2025-10-19 19:00:00+00:00,OCO,31,15.0,0.0,83.043,1271,9888,False,False,False,0
1292,2025-10-19 19:00:00+00:00,HAD,6,16.0,0.0,92.807,1271,9888,False,False,False,0
1293,2025-10-19 19:00:00+00:00,COL,43,17.0,0.0,+1 LAP,1271,9888,False,False,False,0
1294,2025-10-19 19:00:00+00:00,BOR,5,18.0,0.0,+1 LAP,1271,9888,False,False,False,0
